dt,Open,High,Low,Close,Volume
2025-11-18 08:00:00,5.74,5.8,5.71,5.77,130445100.0
2025-11-18 12:00:00,5.77,5.82,5.75,5.78,101973430.0
2025-11-19 08:00:00,5.79,5.97,5.78,5.94,352752331.0
2025-11-19 12:00:00,5.94,6.0,5.92,6.0,216190393.0
2025-11-20 08:00:00,5.99,6.33,5.96,6.31,489322508.0
2025-11-20 12:00:00,6.32,6.32,6.21,6.24,233882201.0
2025-11-21 08:00:00,6.23,6.39,6.23,6.27,465214208.0
2025-11-21 12:00:00,6.27,6.33,6.25,6.29,215486523.0
2025-11-24 08:00:00,6.29,6.33,6.18,6.25,364985513.0
2025-11-24 12:00:00,6.24,6.25,6.14,6.17,254931154.0
2025-11-25 08:00:00,6.15,6.2,6.09,6.17,257780234.0
2025-11-25 12:00:00,6.17,6.29,6.16,6.26,177670201.0
2025-11-26 08:00:00,6.26,6.31,6.11,6.13,296903952.0
2025-11-26 12:00:00,6.14,6.18,6.12,6.15,117989207.0
2025-11-27 08:00:00,6.13,6.17,6.06,6.16,219272176.0
2025-11-27 12:00:00,6.16,6.17,6.13,6.17,122752050.0
2025-11-28 08:00:00,6.15,6.15,6.04,6.09,224734563.0
2025-11-28 12:00:00,6.09,6.09,6.04,6.07,135383310.0
2025-12-01 08:00:00,6.06,6.1,6.03,6.04,172693370.0
2025-12-01 12:00:00,6.04,6.09,6.03,6.07,133809686.0
2025-12-02 08:00:00,6.07,6.1,5.99,6.0,163556690.0
2025-12-02 12:00:00,6.0,6.06,5.98,6.06,89832420.0
2025-12-03 08:00:00,6.04,6.08,6.0,6.01,126298500.0
2025-12-03 12:00:00,6.01,6.01,5.92,5.94,196254676.0
2025-12-04 08:00:00,5.95,5.96,5.86,5.89,162694040.0
2025-12-04 12:00:00,5.89,5.9,5.86,5.88,87289271.0
2025-12-05 08:00:00,5.88,5.9,5.77,5.79,195044445.0
2025-12-05 12:00:00,5.78,5.84,5.78,5.81,125672926.0
2025-12-08 08:00:00,5.81,5.87,5.77,5.85,212474881.0
2025-12-08 12:00:00,5.86,5.86,5.81,5.83,93998083.0
2025-12-09 08:00:00,5.81,5.86,5.79,5.83,145021625.0
2025-12-09 12:00:00,5.84,5.87,5.83,5.84,105901073.0
2025-12-10 08:00:00,5.83,5.85,5.73,5.76,178102613.0
2025-12-10 12:00:00,5.76,5.77,5.73,5.75,105897278.0
2025-12-11 08:00:00,5.66,5.69,5.65,5.67,118953581.0
2025-12-11 12:00:00,5.68,5.71,5.64,5.71,133772260.0
2025-12-12 08:00:00,5.7,5.71,5.58,5.6,221041121.0
2025-12-12 12:00:00,5.6,5.63,5.59,5.59,135351464.0
2025-12-15 08:00:00,5.59,5.64,5.58,5.64,122662050.0
2025-12-15 12:00:00,5.63,5.64,5.59,5.61,79274090.0
2025-12-16 08:00:00,5.6,5.61,5.55,5.6,117380635.0
2025-12-16 12:00:00,5.6,5.62,5.57,5.59,104246362.0
2025-12-17 08:00:00,5.58,5.63,5.56,5.6,95260498.0
2025-12-17 12:00:00,5.61,5.66,5.59,5.61,156440591.0
2025-12-18 08:00:00,5.61,5.68,5.58,5.66,136097646.0
2025-12-18 12:00:00,5.67,5.71,5.66,5.7,151866910.0
2025-12-19 08:00:00,5.69,5.69,5.65,5.68,128815236.0
2025-12-19 12:00:00,5.67,5.68,5.63,5.66,111045061.0
2025-12-22 08:00:00,5.65,5.67,5.61,5.66,94264570.0
